사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2023-12,경의선,1265,가좌,129272 ,121935 ,44807 ,44875 
2023-12,경의선,1267,수색,74090 ,77135 ,17445 ,17742 
2023-12,경의선,1268,화전,57762 ,52587 ,8742 ,8425 
2023-12,경의선,1269,강매,74315 ,62478 ,18258 ,17196 
2023-12,경의선,1270,행신,203310 ,201390 ,36876 ,37691 
2023-12,경의선,1271,능곡,107785 ,98924 ,34317 ,33507 
2023-12,경의선,1272,곡산,12801 ,13229 ,4998 ,5150 
2023-12,경의선,1273,백마,176548 ,167115 ,37238 ,36551 
2023-12,경의선,1274,풍산,143033 ,133475 ,39679 ,38993 
2023-12,경의선,1275,일산,245281 ,235176 ,68464 ,68665 
2023-12,경의선,1276,탄현,193009 ,180070 ,40898 ,40339 
2023-12,경의선,1277,야당,221579 ,226977 ,42158 ,40872 
2023-12,경의선,1278,운정,174102 ,159404 ,41777 ,40233 
2023-12,경의선,1279,금릉,129774 ,123276 ,30887 ,30208 
2023-12,경의선,1280,금촌,156286 ,150515 ,46458 ,47278 
2023-12,경의선,1282,월롱,52653 ,45033 ,8239 ,8580 
2023-12,경의선,1283,파주,31819 ,23023 ,6823 ,5852 
2023-12,경의선,1284,문산,120830 ,116211 ,42404 ,42217 
2023-12,경의선,1285,임진강,311 ,226 ,219 ,196 
2023-12,경의선,1286,운천,111 ,28 ,100 ,97 
2023-12,경의선,1291,서울역,101791 ,126144 ,16319 ,19611 
2023-12,경의선,1292,공덕,109672 ,84080 ,16897 ,15668 
2023-12,경의선,1293,홍대입구,61859 ,81718 ,5512 ,6322 
2023-12,경의선,1294,디지털미디어시티,69415 ,61263 ,12759 ,13069 
2023-12,경의선,1295,김포공항,1 ,0 ,0 ,0 
2023-12,경의선,1296,계양,10 ,0 ,1 ,0 
2023-12,경춘선,1311,신내,45623 ,42268 ,17952 ,17278 
2023-12,경춘선,1312,갈매,64951 ,53598 ,21313 ,19660 
2023-12,경춘선,1313,별내,69004 ,65533 ,21937 ,20479 
2023-12,경춘선,1314,퇴계원,74676 ,67226 ,28546 ,26923 
2023-12,경춘선,1315,사릉,46739 ,44699 ,14610 ,14649 
2023-12,경춘선,1316,금곡,26672 ,25452 ,15689 ,15131 
2023-12,경춘선,1317,평내호평,130280 ,127683 ,46667 ,44703 
2023-12,경춘선,1318,천마산,27611 ,24119 ,17445 ,17444 
2023-12,경춘선,1319,마석,78114 ,74811 ,33924 ,33709 
2023-12,경춘선,1320,대성리,10761 ,9729 ,5416 ,5062 
2023-12,경춘선,1321,청평,35552 ,33970 ,17180 ,16858 
2023-12,경춘선,1322,상천,3775 ,3353 ,3383 ,3175 
2023-12,경춘선,1323,가평,41328 ,41541 ,13618 ,13363 
2023-12,경춘선,1324,굴봉산,1834 ,2840 ,1495 ,1423 
2023-12,경춘선,1325,백양리,9095 ,7486 ,1070 ,1152 
2023-12,경춘선,1326,강촌,8878 ,8331 ,3467 ,3412 
2023-12,경춘선,1327,김유정,7262 ,7181 ,3350 ,3396 
2023-12,경춘선,1328,남춘천,63409 ,63700 ,24403 ,24935 
2023-12,경춘선,1329,춘천,32163 ,28989 ,14213 ,12011 
2023-12,수인선,1873,고색,128700 ,121665 ,20414 ,18923 
2023-12,수인선,1874,오목천,109051 ,91490 ,17016 ,16531 
2023-12,수인선,1875,어천,31199 ,28672 ,7193 ,7830 
2023-12,수인선,1876,야목,8577 ,6946 ,2660 ,2250 
2023-12,수인선,1877,사리,131112 ,110428 ,20278 ,18353 
2023-12,수인선,1878,달월,2047 ,1554 ,1110 ,590 
2023-12,수인선,1879,월곶,66635 ,58870 ,17350 ,16791 
2023-12,수인선,1880,소래포구,101628 ,95996 ,51714 ,50612 
2023-12,수인선,1881,인천논현,123734 ,132462 ,36304 ,37021 
2023-12,수인선,1882,호구포,91116 ,92523 ,22946 ,22516 
2023-12,수인선,1883,남동인더스파크,47914 ,54588 ,6724 ,6753 
2023-12,수인선,1884,원인재,101070 ,101401 ,34054 ,33948 
2023-12,수인선,1885,연수,112731 ,112002 ,33977 ,34019 
2023-12,수인선,1886,송도,51689 ,46369 ,22624 ,21782 
2023-12,수인선,1888,인하대,161633 ,149183 ,29935 ,28590 
2023-12,수인선,1889,숭의,85841 ,79108 ,30659 ,29087 
2023-12,수인선,1890,신포,40653 ,42227 ,14643 ,14801 
2023-12,수인선,1891,인천,19844 ,35147 ,12469 ,15991 
2023-12,경강선,1501,판교,149143 ,151654 ,21956 ,19387 
2023-12,경강선,1502,이매,28088 ,22990 ,7507 ,6871 
2023-12,경강선,1503,삼동,58091 ,51836 ,14421 ,14497 
2023-12,경강선,1504,경기광주,199817 ,183832 ,35023 ,34759 
2023-12,경강선,1505,초월,87036 ,79351 ,16749 ,16123 
2023-12,경강선,1506,곤지암,58716 ,54561 ,14226 ,13954 
2023-12,경강선,1507,신둔도예촌,37255 ,33865 ,8756 ,8280 
2023-12,경강선,1508,이천,75836 ,79337 ,15241 ,16037 
2023-12,경강선,1509,부발,62461 ,58430 ,10034 ,9760 
2023-12,경강선,1510,세종대왕릉,6788 ,6651 ,3789 ,3789 
2023-12,경강선,1511,여주,66291 ,65185 ,18824 ,18732 
2023-12,서해선,1980,김포공항,84527 ,102247 ,11161 ,15411 
2023-12,서해선,1981,원종,96140 ,96603 ,36788 ,38051 
2023-12,서해선,1982,부천종합운동장,63595 ,50681 ,7509 ,5894 
2023-12,5호선,2511,방화,148772 ,140607 ,56409 ,55349 
2023-12,5호선,2512,개화산,129539 ,122466 ,41907 ,41092 
2023-12,5호선,2513,김포공항,253098 ,203846 ,46563 ,43844 
2023-12,5호선,2514,송정,140257 ,132010 ,50822 ,48887 
2023-12,5호선,2515,마곡,286953 ,290625 ,49434 ,48133 
2023-12,5호선,2516,발산,546405 ,576816 ,112427 ,109148 
2023-12,5호선,2517,우장산,331077 ,320549 ,97689 ,101086 
2023-12,5호선,2518,화곡,686226 ,632669 ,153634 ,147124 
2023-12,5호선,2519,까치산,664290 ,628899 ,162697 ,163963 
2023-12,5호선,2520,신정(은행정),324496 ,262930 ,66393 ,63625 
2023-12,5호선,2521,목동,391771 ,416998 ,87860 ,89505 
2023-12,5호선,2522,오목교(목동운동장앞),539911 ,572142 ,94502 ,93675 
2023-12,5호선,2523,양평,180911 ,176401 ,31061 ,30757 
2023-12,5호선,2524,영등포구청,105133 ,103546 ,21052 ,20589 
2023-12,5호선,2525,영등포시장,255186 ,261749 ,83576 ,85312 
2023-12,5호선,2526,신길,125170 ,129136 ,12456 ,12969 
2023-12,5호선,2527,여의도,765659 ,792548 ,60226 ,56866 
2023-12,5호선,2528,여의나루,309359 ,386743 ,29780 ,29514 
2023-12,5호선,2529,마포,361841 ,372536 ,67024 ,66658 
2023-12,5호선,2530,공덕,356531 ,378406 ,52172 ,49599 
2023-12,5호선,2531,애오개,152720 ,152463 ,38732 ,37408 
2023-12,5호선,2532,충정로(경기대입구),111202 ,112198 ,15720 ,16234 
2023-12,5호선,2533,서대문,480960 ,485639 ,72509 ,68532 
2023-12,5호선,2534,광화문(세종문화회관),961480 ,1001882 ,102339 ,100391 
2023-12,5호선,2535,종로3가,359884 ,350310 ,101957 ,103317 
2023-12,5호선,2536,을지로4가,137263 ,144023 ,43508 ,42532 
2023-12,5호선,2537,동대문역사문화공원(DDP),78012 ,91659 ,8601 ,9736 
2023-12,5호선,2538,청구,87219 ,85074 ,24964 ,20568 
2023-12,5호선,2539,신금호,148386 ,154248 ,39784 ,44480 
2023-12,5호선,2540,행당,184907 ,162672 ,53158 ,48198 
2023-12,5호선,2541,왕십리(성동구청),110447 ,135762 ,26921 ,26978 
2023-12,5호선,2542,마장,132289 ,124898 ,43584 ,43226 
2023-12,5호선,2543,답십리,378775 ,342208 ,88823 ,85195 
2023-12,5호선,2544,장한평,446797 ,441848 ,99878 ,101919 
2023-12,5호선,2545,군자(능동),304011 ,338976 ,45024 ,49181 
2023-12,5호선,2546,아차산(어린이대공원후문),330224 ,318060 ,103116 ,101342 
2023-12,5호선,2547,광나루(장신대),331615 ,306362 ,75818 ,73014 
2023-12,5호선,2548,천호(풍납토성),446316 ,430283 ,151433 ,151313 
2023-12,5호선,2549,강동,420321 ,407241 ,111875 ,108936 
2023-12,5호선,2550,길동,164605 ,171437 ,78878 ,80327 
2023-12,5호선,2551,굽은다리(강동구민회관앞),213956 ,208251 ,84772 ,80312 
2023-12,5호선,2552,명일,193365 ,194787 ,75731 ,77593 
2023-12,5호선,2553,고덕,227594 ,220598 ,77827 ,76354 
2023-12,5호선,2554,상일동,328926 ,310313 ,95299 ,93972 
2023-12,5호선,2555,둔촌동,192165 ,191205 ,71047 ,71679 
2023-12,5호선,2556,올림픽공원(한국체대),123538 ,109387 ,38090 ,34863 
2023-12,5호선,2557,방이,167736 ,171336 ,52678 ,52676 
2023-12,5호선,2558,오금,82482 ,81782 ,22990 ,21857 
2023-12,5호선,2559,개롱,138543 ,143161 ,52691 ,54431 
2023-12,5호선,2560,거여,225042 ,217625 ,69515 ,67195 
2023-12,5호선,2561,마천,159241 ,141661 ,59760 ,60738 
2023-12,5호선,2562,강일,123857 ,109649 ,44178 ,42231 
2023-12,5호선,2563,미사,433397 ,437035 ,87579 ,87214 
2023-12,5호선,2564,하남풍산,100760 ,100692 ,33774 ,33408 
2023-12,5호선,2565,하남시청(덕풍·신장),165134 ,153402 ,76834 ,76738 
2023-12,5호선,2566,하남검단산,153277 ,144029 ,53289 ,52846 
2023-12,6호선,2611,응암,396185 ,388725 ,123579 ,123384 
2023-12,6호선,2612,역촌,78591 ,99460 ,33930 ,33892 
2023-12,6호선,2613,불광,96131 ,96072 ,43327 ,34950 
2023-12,6호선,2614,독바위,59768 ,59236 ,20875 ,25280 
2023-12,6호선,2615,연신내,22 ,0 ,2 ,0 
2023-12,6호선,2616,구산,177711 ,119030 ,56441 ,59187 
2023-12,6호선,2617,새절(신사),284086 ,256891 ,90413 ,89788 
2023-12,6호선,2618,증산(명지대앞),217860 ,214433 ,74712 ,75355 
2023-12,6호선,2619,디지털미디어시티,344325 ,381161 ,62140 ,62711 
2023-12,6호선,2620,월드컵경기장(성산),83042 ,88175 ,47049 ,45438 
2023-12,6호선,2621,마포구청,336982 ,302200 ,82902 ,75930 
2023-12,6호선,2622,망원,375727 ,402644 ,81236 ,85600 
2023-12,6호선,2623,합정,387428 ,381691 ,43410 ,40218 
2023-12,6호선,2624,상수,298173 ,344173 ,22805 ,23070 
2023-12,6호선,2625,광흥창(서강),215791 ,207429 ,52465 ,52034 
2023-12,6호선,2626,대흥(서강대앞),220628 ,229104 ,47316 ,47390 
2023-12,6호선,2627,공덕,459515 ,445008 ,81670 ,76543 
2023-12,6호선,2628,효창공원앞,177835 ,161959 ,38947 ,35832 
2023-12,6호선,2629,삼각지,207954 ,181983 ,22110 ,18660 
2023-12,6호선,2630,녹사평(용산구청),139857 ,144479 ,18830 ,18137 
2023-12,6호선,2631,이태원,350254 ,385058 ,32436 ,32872 
2023-12,6호선,2632,한강진,287348 ,337444 ,18299 ,18360 
2023-12,6호선,2633,버티고개,49898 ,48083 ,14481 ,16236 
2023-12,6호선,2634,약수,88730 ,88889 ,22157 ,22244 
2023-12,6호선,2635,청구,90544 ,86457 ,20093 ,22290 
2023-12,6호선,2636,신당,228106 ,227766 ,39410 ,38141 
2023-12,6호선,2637,동묘앞,182932 ,188804 ,70230 ,64636 
2023-12,6호선,2638,창신,82898 ,67740 ,19978 ,18853 
2023-12,6호선,2639,보문,198486 ,182352 ,31872 ,30434 
2023-12,6호선,2640,안암(고대병원앞),344310 ,340147 ,38710 ,37694 
2023-12,6호선,2641,고려대(종암),223044 ,214337 ,36113 ,35373 
2023-12,6호선,2642,월곡(동덕여대),278243 ,268124 ,69658 ,69035 
2023-12,6호선,2643,상월곡(한국과학기술연구원),151030 ,134199 ,41737 ,40204 
2023-12,6호선,2644,돌곶이,232880 ,208469 ,68623 ,67940 
2023-12,6호선,2645,석계,281337 ,292219 ,81771 ,81862 
2023-12,6호선,2646,태릉입구,136631 ,153504 ,34990 ,36163 
2023-12,6호선,2647,화랑대(서울여대입구),298319 ,225347 ,50392 ,45261 
2023-12,6호선,2648,봉화산(서울의료원),205042 ,190926 ,50887 ,50548 
2023-12,6호선,2649,신내,10 ,0 ,0 ,0 
2023-12,7호선,2711,장암,60244 ,24277 ,11419 ,8418 
2023-12,7호선,2712,도봉산,211600 ,238559 ,47102 ,67357 
2023-12,7호선,2713,수락산,270653 ,260070 ,102701 ,103934 
2023-12,7호선,2714,마들,286947 ,261341 ,93320 ,91084 
2023-12,7호선,2715,노원,513465 ,545280 ,151346 ,147469 
2023-12,7호선,2716,중계,329568 ,296083 ,96207 ,92190 
2023-12,7호선,2717,하계,420326 ,386814 ,116820 ,112778 
2023-12,7호선,2718,공릉(서울과학기술대),282103 ,275008 ,76175 ,75998 
2023-12,7호선,2719,태릉입구,217458 ,204547 ,46415 ,42275 
2023-12,7호선,2720,먹골,232839 ,225858 ,69962 ,71900 
2023-12,7호선,2721,중화,243586 ,234792 ,67378 ,67005 
2023-12,7호선,2722,상봉(시외버스터미널),433650 ,414192 ,80481 ,77238 
2023-12,7호선,2723,면목,348171 ,331090 ,97548 ,101132 
2023-12,7호선,2724,사가정,370004 ,364990 ,107090 ,107585 
2023-12,7호선,2725,용마산(용마폭포공원),135202 ,127074 ,35589 ,38284 
2023-12,7호선,2726,중곡,256221 ,235472 ,66945 ,67800 
2023-12,7호선,2727,군자(능동),363394 ,276523 ,86901 ,73484 
2023-12,7호선,2728,어린이대공원(세종대),402408 ,403652 ,42667 ,42641 
2023-12,7호선,2729,건대입구,350735 ,376641 ,66328 ,61328 
2023-12,7호선,2730,뚝섬유원지,197910 ,191037 ,44558 ,44051 
2023-12,7호선,2731,청담,438192 ,496223 ,79335 ,77114 
2023-12,7호선,2732,강남구청,396528 ,444538 ,53989 ,55019 
2023-12,7호선,2733,학동,566901 ,602163 ,65758 ,63140 
2023-12,7호선,2734,논현,446435 ,467782 ,46175 ,44748 
2023-12,7호선,2735,반포,145669 ,141762 ,37876 ,36011 
2023-12,7호선,2736,고속터미널,465196 ,365466 ,80391 ,72389 
2023-12,7호선,2737,내방,328895 ,336531 ,77924 ,75778 
2023-12,7호선,2738,이수,397254 ,383648 ,86356 ,81272 
2023-12,7호선,2739,남성,255383 ,235624 ,78129 ,77417 
2023-12,7호선,2740,숭실대입구(살피재),331950 ,323054 ,66985 ,68465 
2023-12,7호선,2741,상도,282198 ,273427 ,64882 ,62054 
2023-12,7호선,2742,장승배기,199872 ,190811 ,69915 ,70708 
2023-12,7호선,2743,신대방삼거리,339556 ,317420 ,93197 ,96192 
2023-12,7호선,2744,보라매,163800 ,168038 ,34011 ,34990 
2023-12,7호선,2745,신풍,249843 ,231118 ,75384 ,73382 
2023-12,7호선,2746,대림(구로구청),238703 ,243015 ,45962 ,45601 
2023-12,7호선,2747,남구로,352049 ,373897 ,64013 ,64497 
2023-12,7호선,2748,가산디지털단지,1029671 ,1029040 ,97373 ,91724 
2023-12,7호선,2749,철산,520648 ,528029 ,109815 ,109398 
2023-12,7호선,2750,광명사거리,445970 ,433431 ,156856 ,161515 
2023-12,7호선,2751,천왕,266983 ,249560 ,60995 ,60899 
2023-12,7호선,2752,온수(성공회대입구),234995 ,217392 ,42712 ,40073 
2023-12,7호선,2755,춘의,1 ,0 ,0 ,0 
2023-12,7호선,2756,신중동,1 ,0 ,0 ,0 
2023-12,7호선,2760,굴포천,1 ,0 ,0 ,0 
2023-12,8호선,2811,암사,428832 ,371210 ,109803 ,107710 
2023-12,8호선,2812,천호(풍납토성),362784 ,432847 ,92555 ,92072 
2023-12,8호선,2813,강동구청,236959 ,243791 ,70744 ,71608 
2023-12,8호선,2814,몽촌토성(평화의문),163038 ,168763 ,36782 ,36601 
2023-12,8호선,2815,잠실(송파구청),476460 ,563226 ,87854 ,85533 
2023-12,8호선,2816,석촌,187847 ,227660 ,54998 ,58376 
2023-12,8호선,2817,송파,214118 ,208536 ,68946 ,67903 
2023-12,8호선,2818,가락시장,179186 ,205634 ,73212 ,74193 
2023-12,8호선,2819,문정,511243 ,530172 ,64459 ,64191 
2023-12,8호선,2820,장지,421755 ,385272 ,89743 ,84522 
2023-12,8호선,2821,복정,227482 ,188724 ,40330 ,36142 
2023-12,8호선,2822,산성,140509 ,138873 ,34851 ,37067 
2023-12,8호선,2823,남한산성입구(성남법원.검찰청),315154 ,279320 ,77119 ,72771 
2023-12,8호선,2824,단대오거리,273297 ,261171 ,75761 ,74191 
2023-12,8호선,2825,신흥,113579 ,117883 ,42459 ,45275 
2023-12,8호선,2826,수진,116478 ,104741 ,46833 ,46172 
2023-12,8호선,2827,모란,91303 ,75876 ,55324 ,42282 
2023-12,8호선,2828,남위례,168720 ,169953 ,34188 ,33199 
2023-12,9호선,4101,개화,64820 ,42700 ,12731 ,9920 
2023-12,9호선,4102,김포공항,217198 ,310861 ,20946 ,26722 
2023-12,9호선,4103,공항시장,64898 ,68303 ,24870 ,26617 
2023-12,9호선,4104,신방화,155382 ,151686 ,50908 ,51146 
2023-12,9호선,4105,마곡나루(서울식물원),350635 ,344179 ,37345 ,36259 
2023-12,9호선,4106,양천향교,235931 ,238765 ,48724 ,48115 
2023-12,9호선,4107,가양,501547 ,484847 ,141125 ,137838 
2023-12,9호선,4108,증미,179226 ,169501 ,37973 ,37756 
2023-12,9호선,4109,등촌,258940 ,244587 ,86651 ,86909 
2023-12,9호선,4110,염창,436450 ,414518 ,80933 ,78901 
2023-12,9호선,4111,신목동,98852 ,85024 ,25024 ,23313 
2023-12,9호선,4112,선유도,214246 ,201011 ,31259 ,30599 
2023-12,9호선,4113,당산,490273 ,489449 ,73755 ,69075 
2023-12,9호선,4114,국회의사당,391802 ,406082 ,62710 ,57154 
2023-12,9호선,4115,여의도,784789 ,743058 ,56776 ,52292 
2023-12,9호선,4116,샛강,151875 ,151210 ,30167 ,29721 
2023-12,9호선,4117,노량진,707206 ,686094 ,105938 ,103672 
2023-12,9호선,4118,노들,104870 ,84210 ,33757 ,30937 
2023-12,9호선,4119,흑석(중앙대입구),215458 ,219181 ,59608 ,59872 
2023-12,9호선,4120,동작(현충원),38541 ,32685 ,10843 ,9463 
2023-12,9호선,4121,구반포,21278 ,21521 ,9251 ,9250 
2023-12,9호선,4122,신반포,90419 ,87568 ,28541 ,28506 
2023-12,9호선,4123,고속터미널,396988 ,575095 ,72488 ,86402 
2023-12,9호선,4124,사평,94443 ,88387 ,25082 ,25032 
2023-12,9호선,4125,신논현,882756 ,878594 ,57432 ,56351 
2023-12,공항철도 1호선,4201,서울역,374308 ,344424 ,35886 ,32284 
2023-12,공항철도 1호선,4202,공덕,73750 ,105924 ,8755 ,11115 
2023-12,공항철도 1호선,4203,홍대입구,444277 ,442108 ,20385 ,18876 
2023-12,공항철도 1호선,4204,디지털미디어시티,352347 ,330246 ,30334 ,28516 
2023-12,공항철도 1호선,4206,마곡나루(서울식물원),263384 ,256452 ,16264 ,16605 
2023-12,공항철도 1호선,4207,김포공항,293153 ,159623 ,24416 ,14899 
2023-12,공항철도 1호선,4208,계양,346832 ,324408 ,37504 ,35211 
2023-12,공항철도 1호선,4209,검암,171457 ,174894 ,17312 ,17427 
2023-12,공항철도 1호선,4210,청라국제도시,198829 ,187317 ,15263 ,15052 
2023-12,공항철도 1호선,4211,운서,245569 ,257928 ,29758 ,29837 
2023-12,공항철도 1호선,4212,공항화물청사,49150 ,63265 ,9807 ,9341 
2023-12,공항철도 1호선,4213,인천공항1터미널,378410 ,368324 ,33401 ,30208 
2023-12,공항철도 1호선,4215,인천공항2터미널,195905 ,163532 ,16770 ,14713 
2023-12,공항철도 1호선,4217,영종,100189 ,100950 ,21329 ,21094 
2023-12,9호선2~3단계,4126,언주,290461 ,295077 ,33826 ,33689 
2023-12,9호선2~3단계,4127,선정릉,240634 ,261389 ,28916 ,29855 
2023-12,9호선2~3단계,4128,삼성중앙,182761 ,191075 ,28620 ,28078 
2023-12,9호선2~3단계,4129,봉은사,591835 ,632668 ,58583 ,56892 
2023-12,9호선2~3단계,4130,종합운동장,129609 ,125694 ,22515 ,20891 
2023-12,9호선2~3단계,4131,삼전,183215 ,171461 ,41534 ,40862 
2023-12,9호선2~3단계,4132,석촌고분,165957 ,161333 ,42013 ,42302 
2023-12,9호선2~3단계,4133,석촌,235554 ,209363 ,42418 ,37417 
2023-12,9호선2~3단계,4134,송파나루,143778 ,154048 ,31167 ,32738 
2023-12,9호선2~3단계,4135,한성백제,70115 ,62152 ,18511 ,16862 
2023-12,9호선2~3단계,4136,올림픽공원(한국체대),240685 ,259690 ,32108 ,32021 
2023-12,9호선2~3단계,4137,둔촌오륜,25710 ,23365 ,7400 ,7835 
2023-12,9호선2~3단계,4138,중앙보훈병원,249357 ,210542 ,79115 ,76869 
2023-12,우이신설선,4701,북한산우이,54338 ,46424 ,35384 ,36612 
2023-12,우이신설선,4702,솔밭공원,47383 ,41732 ,29394 ,29765 
2023-12,우이신설선,4703,4.19민주묘지,62794 ,60167 ,34896 ,31971 
2023-12,우이신설선,4704,가오리,75120 ,71456 ,51786 ,53154 
2023-12,우이신설선,4705,화계,59810 ,53318 ,45453 ,45802 
2023-12,우이신설선,4706,삼양,32417 ,32476 ,27449 ,30181 
2023-12,우이신설선,4707,삼양사거리,39325 ,39007 ,36536 ,36215 
2023-12,우이신설선,4708,솔샘,133494 ,120901 ,41731 ,43523 
2023-12,우이신설선,4709,북한산보국문,147593 ,135559 ,46749 ,47002 
2023-12,우이신설선,4710,정릉,97411 ,86097 ,48931 ,46301 
2023-12,우이신설선,4711,성신여대입구(돈암),77088 ,91061 ,30897 ,30493 
2023-12,우이신설선,4712,보문,32101 ,32328 ,16180 ,15760 
2023-12,우이신설선,4713,신설동,34361 ,34613 ,31768 ,28026 
2023-12,신림선,4401,샛강,58939 ,72395 ,13832 ,13267 
2023-12,신림선,4402,대방,69162 ,50778 ,18710 ,15298 
2023-12,신림선,4403,서울지방병무청,61387 ,66226 ,24747 ,26740 
2023-12,신림선,4404,보라매,89887 ,82368 ,24184 ,22156 
2023-12,신림선,4405,보라매공원,44085 ,46880 ,15768 ,16465 
2023-12,신림선,4406,보라매병원,150922 ,158898 ,54728 ,53533 
2023-12,신림선,4407,당곡,99991 ,95207 ,37130 ,37043 
2023-12,신림선,4408,신림,35598 ,51450 ,16517 ,19771 
2023-12,신림선,4409,서원,78201 ,65644 ,24823 ,24000 
2023-12,신림선,4410,서울대벤처타운,217681 ,192290 ,65892 ,64942 
2023-12,신림선,4411,관악산(서울대),52150 ,52755 ,26218 ,26549 
